F04_2_1#though|though|though
F04_2_1#thought|thought|thought
F04_2_1#ticker|ticker|ticker
F04_2_1#tie|tie|tie
F04_2_1#tin|tin|tin
F04_2_1#top|top|top
F04_2_1#two|two|two
F04_2_1#uniform|uniform|uniform
F04_2_1#urgent|urgent|urgent
F04_2_1#vat|vat|vat
F04_2_1#victor|victor|victor
F04_2_1#we_gathered_shells_on_the_beach|we gathered shells on the beach|we gathered shells on the beach
F04_2_1#we_have_an_excellent_team|we have an excellent team|we have an excellent team
F04_2_1#we_rode_horseback_to_the_farm|we rode horseback to the farm|we rode horseback to the farm
F04_2_1#when_all_else_fails_use_force|when all else fails use force|when all else fails use force
F04_2_1#wicked|wicked|wicked
F04_2_1#will_robin_wear_a_yellow_lily_|will robin wear a yellow lily |will robin wear a yellow lily 
F04_2_1#witch|witch|witch
F04_2_1#witty|witty|witty
F04_2_1#write|write|write
F04_2_1#written|written|written
F04_2_1#xray|xray|xray
F04_2_1#xxx|xxx|xxx
F04_2_1#yes|yes|yes
F04_2_1#zero|zero|zero
F04_2_1#zip|zip|zip
F04_2_10#shear|shear|shear
F04_2_2#and|and|and
F04_2_2#at|at|at
F04_2_2#boot|boot|boot
F04_2_2#fat|fat|fat
F04_2_2#fear|fear|fear
F04_2_2#him|him|him
F04_2_2#kilo|kilo|kilo
F04_2_2#knot|knot|knot
F04_2_2#leak|leak|leak
F04_2_2#no|no|no
F04_2_2#pit|pit|pit
F04_2_2#sell|sell|sell
F04_2_2#side|side|side
F04_2_2#sigh|sigh|sigh
F04_2_2#sin|sin|sin
F04_2_2#this_is_not_a_program_of_socialized_medicine|this is not a program of socialized medicine|this is not a program of socialized medicine
F04_2_2#thorn|thorn|thorn
F04_2_2#though|though|though
F04_2_2#tie|tie|tie
F04_2_2#witch|witch|witch
F04_2_2#write|write|write
F04_2_2#xxx|xxx|xxx
F04_2_2#yes|yes|yes
F04_2_3#fat|fat|fat
F04_2_3#him|him|him
F04_2_3#leak|leak|leak
F04_2_3#sigh|sigh|sigh
F04_2_3#witch|witch|witch
F04_2_3#xxx|xxx|xxx
F04_2_4#him|him|him
F04_2_4#sigh|sigh|sigh
F04_2_4#xxx|xxx|xxx
F04_2_5#sigh|sigh|sigh
